Specimen ID,NCBI Accession Number,WGS ID,AST Approved,WGS Approved,Genus,Species,Serotype,Data Year,Region Name,Resistance Pattern,Resistance Determinants,Predictive Resistance Pattern,AMP Rslt,AMP Concl,AUG Rslt,AUG Concl,AXO Rslt,AXO Concl,CHL Rslt,CHL Concl,FIS Rslt,FIS Concl,FOX Rslt,FOX Concl,TET Rslt,TET Concl
2018AM-2963,SAMN10534307,PNUSAS062712,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 9,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,1,S,4,S
2018AM-3799,SAMN10424455,PNUSAS059603,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-3800,SAMN10356061,PNUSAS058331,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2018AM-3801,SAMN10505451,PNUSAS059922,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,1,S,4,S
2018AM-2891,SAMN10450681,PNUSAS060791,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2018AM-2898,SAMN10810308,PNUSAS065572,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 8,ACSSuTAuCxFox,aph(3'')-Ib aph(6)-Id blaCMY-2 floR sul2 tet(A) ,ACSSuTAuCxTioFox,32,R,32,R,16,R,32,R,256,R,32,R,32,R
2018AM-2933,SAMN10241250,PNUSAS054911,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2018AM-2932,SAMN10134532,PNUSAS046673,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2018AM-3091,SAMN10538075,PNUSAS062693,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2018AM-3092,SAMN10585356,PNUSAS063488,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-3093,SAMN10774130,PNUSAS065920,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,1,S,4,S
2018AM-3169,SAMN10751958,PNUSAS065423,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-3212,SAMN10450677,PNUSAS061771,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,2,S,0.25,S,16,I,32,S,2,S,4,S
2018AM-3274,SAMN10240921,PNUSAS057347,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 9,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-3273,SAMN10231823,PNUSAS057339,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 9,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2018AM-3343,SAMN10685826,PNUSAS063897,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 2,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-3679,SAMN10251236,PNUSAS057617,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2018AM-3680,SAMN10881450,PNUSAS065719,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2018AM-3495,SAMN10359337,PNUSAS059473,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,AAuCxFox,blaCMY-2 ,AAuCxTioFox,32,R,32,R,32,R,8,S,16,S,32,R,4,S
2018AM-3496,SAMN10460910,PNUSAS061334,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,S,No determinants detected,No determinants detected,2,S,1,S,0.25,S,4,S,32,S,4,S,4,S
2018AM-3690,SAMN10616589,PNUSAS063463,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2018AM-3869,SAMN10320119,PNUSAS058983,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2018AM-3871,SAMN10537926,PNUSAS062785,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2018AM-3710,SAMN10686099,PNUSAS064124,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2018AM-3713,SAMN10976985,PNUSAS068046,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 3,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-3754,SAMN10139005,PNUSAS053483,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 8,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,1,S,4,S
2018AM-3755,SAMN10144156,PNUSAS055447,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 8,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2018AM-3756,SAMN10231674,PNUSAS056865,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 8,ASSuT,aadA12 aph(3')-Ia blaTEM-1B sul1 tet(A) ,ASSuTKan,32,R,8,S,0.25,S,8,S,256,R,1,S,32,R
2018AM-3757,SAMN10500618,PNUSAS062004,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 8,Nal,qnrB19 ,Cip(I/R),1,S,1,S,0.25,S,8,S,32,S,1,S,4,S
2018AM-3758,SAMN10685146,PNUSAS064301,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 8,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2019AM-0019,SAMN10830070,PNUSAS066337,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 10,ACSSuTAuCxFox,aph(3'')-Ib aph(6)-Id blaCMY-2 floR sul2 tet(A) ,ACSSuTAuCxTioFox,32,R,32,R,16,R,32,R,256,R,32,R,32,R
2018AM-3960,SAMN10505572,PNUSAS059365,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 2,No resistance detected,tet(B) ,T,1,S,1,S,0.25,S,8,S,32,S,4,S,4,S
2018AM-3967,SAMN09981091,PNUSAS050972,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2018AM-4002,SAMN10176993,PNUSAS048185,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,ACSSuTAuCxFox,aph(3'')-Ib aph(6)-Id blaCMY-2 floR sul2 tet(A) ,ACSSuTAuCxTioFox,32,R,32,R,16,R,32,R,256,R,32,R,32,R
2018AM-4003,SAMN10102349,PNUSAS054336,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,1,S,4,S
2018AM-4004,SAMN10366706,PNUSAS059241,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,ACSSuTAuCxFox,aph(3'')-Ib aph(6)-Id blaCMY-2 floR sul2 tet(A) ,ACSSuTAuCxTioFox,32,R,32,R,64,R,32,R,256,R,32,R,32,R
2018AM-4202,SAMN11482778,PNUSAS073373,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,1,S,4,S
2018AM-4241,SAMN10095906,PNUSAS054533,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 9,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-4249,SAMN10061284,PNUSAS053513,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 9,No resistance detected,No determinants detected,No determinants detected,2,S,2,S,0.25,S,4,S,16,S,4,S,4,S
2019AM-0070,SAMN13027728,PNUSAS108413,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 9,Nal,gyrA(87) ,Cip(I/R)Nal,4,S,2,S,0.25,S,8,S,16,S,4,S,4,S
2019AM-0084,SAMN11148701,PNUSAS069625,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 8,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,1,S,4,S
2019AM-0099,SAMN10938381,PNUSAS067182,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2019AM-0100,SAMN10925178,PNUSAS067714,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2019AM-0117,SAMN10877807,PNUSAS067428,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-4277,SAMN10788296,PNUSAS066148,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 8,T,tet(A) ,T,1,S,1,S,0.25,S,4,S,32,S,2,S,32,R
2019AM-0148,SAMN11360225,PNUSAS071328,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 8,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2019AM-0138,SAMN12621386,PNUSAS071934,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2019AM-0185,SAMN11158457,PNUSAS068074,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 6,T,tet(B) ,T,1,S,1,S,0.25,S,8,S,32,S,4,S,32,R
2019AM-0177,SAMN11178275,PNUSAS069973,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2019AM-0202,SAMN10965690,PNUSAS066401,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 8,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2019AM-0266,SAMN11672414,PNUSAS075037,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2019AM-0267,SAMN11823053,PNUSAS075207,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 4,CS,catA1 ,C,1,S,1,S,0.25,S,32,R,32,S,2,S,4,S
2019AM-0316,SAMN11392292,PNUSAS072210,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2019AM-0327,SAMN11654288,PNUSAS072570,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 4,ACSSuTAuCxFox,aph(3'')-Ib aph(6)-Id blaCMY-2 floR sul2 tet(A) ,ACSSuTAuCxTioFox,32,R,32,R,16,R,32,R,256,R,32,R,32,R
2019AM-0319,SAMN11149436,PNUSAS066002,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 9,ACSSuTAuCxFox,aph(3'')-Ib aph(6)-Id blaCMY-2 floR sul2 tet(A) ,ACSSuTAuCxTioFox,32,R,32,R,32,R,32,R,256,R,32,R,32,R
2019AM-0320,SAMN11249424,PNUSAS070480,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 9,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,1,S,4,S
2019AM-0355,SAMN11178118,PNUSAS069728,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,4,S,4,S
2019AM-0415,SAMN11360244,PNUSAS071980,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2019AM-0444,SAMN11509822,PNUSAS071461,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2019AM-0445,SAMN11509857,PNUSAS072295,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,1,S,4,S
2018AM-4296,SAMN11178193,PNUSAS069813,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 3,ASuTNalGen,aac(3)-IId aadA2 aph(3'')-Ib aph(6)-Id blaTEM-1B dfrA12 gyrA(83) sul2 tet(B) ,ASSuTCip(I/R)NalGenCotTmp,32,R,8,S,0.25,S,8,S,256,R,2,S,32,R
2019AM-0535,SAMN11360384,PNUSAS071246,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,1,S,4,S
2019AM-0514,SAMN11178749,PNUSAS069603,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2019AM-0515,SAMN11130542,PNUSAS069428,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2019AM-0603,SAMN12371076,PNUSAS074372,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,4,S,4,S
2019AM-0675,SAMN12623525,PNUSAS074254,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 4,ACSSuTAuCxFox,aph(3'')-Ib aph(6)-Id blaCMY-2 floR sul2 tet(A) ,ACSSuTAuCxTioFox,32,R,32,R,32,R,32,R,256,R,32,R,32,R
2019AM-0703,SAMN11391761,PNUSAS071381,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 9,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,8,S,16,S,4,S,4,S
2019AM-0744,SAMN11477161,PNUSAS073129,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2019AM-1196,SAMN12289494,PNUSAS081360,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 10,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2019AM-0778,SAMN12034942,PNUSAS075952,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 7,ACSSuTAuCxFox,aph(3'')-Ib aph(6)-Id blaCMY-2 floR sul2 tet(A) ,ACSSuTAuCxTioFox,32,R,32,R,16,R,32,R,256,R,32,R,32,R
2019AM-0825,SAMN12090718,PNUSAS079689,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 8,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2019AM-0880,SAMN11875804,PNUSAS076509,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2019AM-0845,SAMN12078899,PNUSAS078667,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 4,AAuCxFox,blaCMY-2 ,AAuCxTioFox,32,R,32,R,32,R,4,S,16,S,32,R,4,S
2019AM-0948,SAMN12221034,PNUSAS080293,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 5,A,blaTEM-1B ,A,32,R,8,S,0.25,S,4,S,16,S,2,S,4,S
2019AM-0998,SAMN12055446,PNUSAS078377,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2019AM-1167,SAMN12036078,PNUSAS078256,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 6,SSuTGen,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,256,R,2,S,32,R
2019AM-1109,SAMN12075972,PNUSAS078085,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2019AM-1110,SAMN12221079,PNUSAS079065,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,4,S,4,S
2019AM-1160,SAMN12324503,PNUSAS083751,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,1,S,4,S
2019AM-1605,SAMN11998926,PNUSAS077880,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2019AM-1607,SAMN12582992,PNUSAS080540,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 3,ASSuT,aph(3'')-Ib aph(6)-Id blaTEM-1B sul2 tet(B) ,ASSuT,32,R,8,S,0.25,S,8,S,256,R,2,S,32,R
2019AM-1608,SAMN12684612,PNUSAS095101,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2019AM-1180,SAMN11618959,PNUSAS073752,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 4,No resistance detected,No determinants detected,No determinants detected,2,S,2,S,0.25,S,4,S,32,S,16,I,4,S
2019AM-1181,SAMN11619029,PNUSAS074293,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 4,ASuTAuCxFox,blaCMY-2 sul2 tet(A) ,ASuTAuCxTioFox,32,R,32,R,8,R,4,S,256,R,32,R,32,R
2019AM-1182,SAMN11939420,PNUSAS076942,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,2,S,16,S,2,S,4,S
2019AM-1192,SAMN12622404,PNUSAS083870,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2019AM-1322,SAMN11191365,PNUSAS070686,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 1,ACSSuT,aadA2 blaCARB-2 floR sul1 tet(G) ,ACSSuT,32,R,16,I,0.25,S,32,R,256,R,1,S,16,R
2019AM-1323,SAMN11641434,PNUSAS074807,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2019AM-1324,SAMN12248676,PNUSAS082643,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,4,S,4,S
2019AM-1367,SAMN12060382,PNUSAS079245,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 10,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,1,S,4,S
2019AM-1385,SAMN11375136,PNUSAS072009,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 8,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,1,S,4,S
2019AM-1501,SAMN12404590,PNUSAS081039,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,1,S,4,S
2019AM-1500,SAMN15878515,PNUSAS084922,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,1,S,4,S
2019AM-1474,SAMN12545080,PNUSAS084157,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 9,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2019AM-1760,SAMN12609944,PNUSAS091194,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,2,S,0.25,S,8,S,32,S,4,S,4,S
2019AM-1761,SAMN12690748,PNUSAS095219,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2019AM-1762,SAMN12818541,PNUSAS100674,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2019AM-1580,SAMN11871282,PNUSAS074341,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,1,S,4,S
2019AM-1581,SAMN12349177,PNUSAS082460,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,4,S,4,S
2019AM-1651,SAMN12505066,PNUSAS087381,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2019AM-1652,SAMN12773087,PNUSAS099303,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2019AM-1676,SAMN12374512,PNUSAS085473,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 6,S,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2019AM-1677,SAMN12687000,PNUSAS095278,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2019AM-1679,SAMN12879753,PNUSAS103967,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2019AM-1833,SAMN12561603,PNUSAS088450,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2019AM-1834,SAMN12609883,PNUSAS090800,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2019AM-1835,SAMN12636701,PNUSAS092754,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 7,T,tet(A) ,T,1,S,1,S,0.25,S,8,S,16,S,2,S,32,R
2019AM-1798,SAMN12036190,PNUSAS078578,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2019AM-1799,SAMN12167225,PNUSAS080091,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2019AM-1869,SAMN12414776,PNUSAS086235,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 4,SSu,aadA2 sul1 ,SSu,1,S,1,S,0.25,S,8,S,256,R,2,S,4,S
2019AM-1887,SAMN12611312,PNUSAS090174,yes,yes,Salmonella,enterica,Typhimurium,2019*,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
